# u v x y z
-4.713605403900146484e+00 -4.012648582458496094e+00 -3.917011857032775879e+00 -3.215697348117828369e+00 6.594542264938354492e-01
-4.801431655883789062e+00 -4.602320194244384766e+00 -3.896674633026123047e+00 -3.697395682334899902e+00 3.087690770626068115e-01
-4.361630439758300781e+00 -4.102492332458496094e+00 -3.607028007507324219e+00 -3.347459018230438232e+00 7.954943180084228516e-01
-4.086736679077148438e+00 -4.358435153961181641e+00 -3.335281312465667725e+00 -3.606542825698852539e+00 8.056105375289916992e-01
-4.231577873229980469e+00 -4.240092277526855469e+00 -3.475828647613525391e+00 -3.483913958072662354e+00 7.917354702949523926e-01
-4.656167030334472656e+00 -3.874467372894287109e+00 -3.890818595886230469e+00 -3.108707010746002197e+00 7.607463598251342773e-01
-4.602455615997314453e+00 -4.605299472808837891e+00 -3.729067683219909668e+00 -3.731689095497131348e+00 4.104145169258117676e-01
-4.183292388916015625e+00 -4.489575862884521484e+00 -3.395454823970794678e+00 -3.701365530490875244e+00 6.876761317253112793e-01
-4.605145454406738281e+00 -4.396359920501708984e+00 -3.764671742916107178e+00 -3.555605828762054443e+00 5.171408653259277344e-01
-4.506041049957275391e+00 -3.988587141036987305e+00 -3.746505558490753174e+00 -3.228629589080810547e+00 7.795469164848327637e-01
-4.380898475646972656e+00 -4.395219802856445312e+00 -3.576495289802551270e+00 -3.590472996234893799e+00 6.340238451957702637e-01
-3.943879604339599609e+00 -4.481899261474609375e+00 -3.195582807064056396e+00 -3.733159601688385010e+00 8.158077001571655273e-01
-3.453004598617553711e+00 -4.871893405914306641e+00 -2.721026599407196045e+00 -4.139443099498748779e+00 8.685691952705383301e-01
-4.783474445343017578e+00 -3.359515428543090820e+00 -4.079932928085327148e+00 -2.655457198619842529e+00 9.612029194831848145e-01
-4.676266193389892578e+00 -3.516773223876953125e+00 -3.964785695075988770e+00 -2.804788291454315186e+00 9.354218840599060059e-01
-4.801352024078369141e+00 -4.802804946899414062e+00 -3.864613056182861328e+00 -3.865954875946044922e+00 2.050631046295166016e-01
-3.643556356430053711e+00 -4.746242523193359375e+00 -2.901135623455047607e+00 -4.003368258476257324e+00 8.347674608230590820e-01
-4.045263290405273438e+00 -4.552898406982421875e+00 -3.269410192966461182e+00 -3.776651382446289062e+00 7.264900207519531250e-01
-4.454804420471191406e+00 -4.216220378875732422e+00 -3.667140126228332520e+00 -3.428183078765869141e+00 6.883241534233093262e-01
4.463989734649658203e+00 -2.993673801422119141e+00 3.850599884986877441e+00 -2.397785365581512451e+00 1.327034831047058105e+00
4.143447399139404297e+00 -2.925927639007568359e+00 3.575024247169494629e+00 -2.383088588714599609e+00 1.524655461311340332e+00
3.785115718841552734e+00 -2.977784395217895508e+00 3.249125599861145020e+00 -2.463784694671630859e+00 1.667855381965637207e+00
3.314034938812255859e+00 -2.904618024826049805e+00 2.837980300188064575e+00 -2.444409638643264771e+00 1.932870388031005859e+00
2.841451406478881836e+00 -2.982659578323364258e+00 2.416748642921447754e+00 -2.554360061883926392e+00 2.128476858139038086e+00
2.086744546890258789e+00 -2.800739765167236328e+00 1.795014768838882446e+00 -2.476009309291839600e+00 2.626809835433959961e+00
1.663505554199218750e+00 -2.936942338943481445e+00 1.449608862400054932e+00 -2.657685160636901855e+00 2.811613321304321289e+00
1.262613654136657715e+00 -2.891669034957885742e+00 1.131340473890304565e+00 -2.674254268407821655e+00 3.061926841735839844e+00
8.497593998908996582e-01 -2.911186933517456055e+00 7.887811772525310516e-01 -2.749254420399665833e+00 3.266520977020263672e+00
4.022474288940429688e-01 -2.980874776840209961e+00 3.856493066996335983e-01 -2.861510440707206726e+00 3.403636693954467773e+00
3.853769972920417786e-02 -2.884784698486328125e+00 3.498186240904033184e-02 -2.784463495016098022e+00 3.492517232894897461e+00
-4.985961019992828369e-01 -2.987740516662597656e+00 -4.811029303818941116e-01 -2.861990585923194885e+00 3.375847578048706055e+00
-7.953010797500610352e-01 -2.916121244430541992e+00 -7.477463670074939728e-01 -2.763069525361061096e+00 3.292000532150268555e+00
-1.293116331100463867e+00 -2.937644243240356445e+00 -1.162225514650344849e+00 -2.716042473912239075e+00 3.029824018478393555e+00
-1.730545520782470703e+00 -2.951203107833862305e+00 -1.509203135967254639e+00 -2.664490044116973877e+00 2.770022869110107422e+00
-2.001037597656250000e+00 -2.864111900329589844e+00 -1.729076623916625977e+00 -2.547605007886886597e+00 2.650625467300415039e+00
-2.449338674545288086e+00 -2.902344942092895508e+00 -2.096057176589965820e+00 -2.527482002973556519e+00 2.380295515060424805e+00
-2.892834663391113281e+00 -2.738479614257812500e+00 -2.490500032901763916e+00 -2.340774148702621460e+00 2.230432033538818359e+00
-3.386081218719482422e+00 -2.870289802551269531e+00 -2.911509007215499878e+00 -2.411446332931518555e+00 1.919428944587707520e+00
-3.743857383728027344e+00 -2.996976375579833984e+00 -3.215230286121368408e+00 -2.485877990722656250e+00 1.679780006408691406e+00
-4.098554611206054688e+00 -2.852452516555786133e+00 -3.549211382865905762e+00 -2.329473078250885010e+00 1.590044260025024414e+00
-4.517423629760742188e+00 -2.831093072891235352e+00 -3.923863291740417480e+00 -2.261367201805114746e+00 1.398909091949462891e+00
-4.158040523529052734e+00 -3.340365409851074219e+00 -3.541765630245208740e+00 -2.730302751064300537e+00 1.294732451438903809e+00
-3.625684261322021484e+00 -3.382302999496459961e+00 -3.067929387092590332e+00 -2.828145802021026611e+00 1.537272453308105469e+00
-2.934526443481445312e+00 -3.243803262710571289e+00 -2.479991465806961060e+00 -2.777394086122512817e+00 1.954985141754150391e+00
-2.472738504409790039e+00 -3.328524351119995117e+00 -2.085859835147857666e+00 -2.905818492174148560e+00 2.166935443878173828e+00
-2.026380777359008789e+00 -3.348448753356933594e+00 -1.727139681577682495e+00 -2.985662281513214111e+00 2.421181678771972656e+00
-1.561207652091979980e+00 -3.300439119338989258e+00 -1.367728680372238159e+00 -3.013827621936798096e+00 2.724923849105834961e+00
-1.301151037216186523e+00 -3.355839014053344727e+00 -1.164281100034713745e+00 -3.107240840792655945e+00 2.857931852340698242e+00
-9.137343764305114746e-01 -3.330592870712280273e+00 -8.497856631875038147e-01 -3.141558468341827393e+00 3.078150749206542969e+00
-4.696826040744781494e-01 -3.346725463867187500e+00 -4.552624505013227463e-01 -3.207407280802726746e+00 3.251360177993774414e+00
-2.909998409450054169e-02 -3.242813110351562500e+00 -3.081615362316370010e-02 -3.128024786710739136e+00 3.360178232192993164e+00
4.975906312465667725e-01 -3.407766819000244141e+00 4.765046555548906326e-01 -3.261631324887275696e+00 3.218616962432861328e+00
8.816421031951904297e-01 -3.364741563796997070e+00 8.168995901942253113e-01 -3.175707355141639709e+00 3.077496290206909180e+00
1.261151075363159180e+00 -3.288505315780639648e+00 1.127095431089401245e+00 -3.047139331698417664e+00 2.903145074844360352e+00
1.665439248085021973e+00 -3.313873291015625000e+00 1.441628724336624146e+00 -3.006352961063385010e+00 2.651593446731567383e+00
2.031041860580444336e+00 -3.346983909606933594e+00 1.724656194448471069e+00 -2.980342298746109009e+00 2.414581537246704102e+00
2.373677015304565430e+00 -3.417140007019042969e+00 1.993495583534240723e+00 -2.995604157447814941e+00 2.179455757141113281e+00
2.916562080383300781e+00 -3.322220325469970703e+00 2.452117085456848145e+00 -2.845902472734451294e+00 1.922415137290954590e+00
3.373743057250976562e+00 -3.360367298126220703e+00 2.844254493713378906e+00 -2.832951247692108154e+00 1.669902563095092773e+00
3.742071866989135742e+00 -3.261008262634277344e+00 3.179247200489044189e+00 -2.709219157695770264e+00 1.539150953292846680e+00
4.079785823822021484e+00 -3.427605628967285156e+00 3.458861887454986572e+00 -2.813741505146026611e+00 1.286846041679382324e+00
-3.766303062438964844e+00 -3.756398200988769531e+00 -3.148909270763397217e+00 -3.138418972492218018e+00 1.279817819595336914e+00
-3.392989158630371094e+00 -3.666794061660766602e+00 -2.834095895290374756e+00 -3.102125525474548340e+00 1.512012720108032227e+00
-2.977600574493408203e+00 -3.681174516677856445e+00 -2.476907432079315186e+00 -3.160746634006500244e+00 1.721303701400756836e+00
-2.570900917053222656e+00 -3.722285985946655273e+00 -2.137053340673446655e+00 -3.247791796922683716e+00 1.930352807044982910e+00
-2.024374246597290039e+00 -3.845240831375122070e+00 -1.702037930488586426e+00 -3.442094355821609497e+00 2.213169574737548828e+00
-1.544491291046142578e+00 -3.736759901046752930e+00 -1.345070466399192810e+00 -3.423719346523284912e+00 2.562627077102661133e+00
-1.260028362274169922e+00 -3.772436857223510742e+00 -1.126890152692794800e+00 -3.505820810794830322e+00 2.723852872848510742e+00
-8.326774835586547852e-01 -3.664461135864257812e+00 -7.802049592137336731e-01 -3.469327539205551147e+00 2.994821310043334961e+00
-2.793691754341125488e-01 -3.844439268112182617e+00 -2.748662452213466167e-01 -3.695997416973114014e+00 3.123347759246826172e+00
4.074990749359130859e-02 -3.766519069671630859e+00 3.812256362289190292e-02 -3.628715425729751587e+00 3.175441741943359375e+00
3.884464502334594727e-01 -3.755768060684204102e+00 3.750419802963733673e-01 -3.603016778826713562e+00 3.127589702606201172e+00
7.841139435768127441e-01 -3.738803386688232422e+00 7.335097901523113251e-01 -3.544255077838897705e+00 2.987884044647216797e+00
1.324458122253417969e+00 -3.719241619110107422e+00 1.171891361474990845e+00 -3.441800028085708618e+00 2.700588464736938477e+00
1.653609752655029297e+00 -3.799038410186767578e+00 1.419672861695289612e+00 -3.459581851959228516e+00 2.464775800704956055e+00
2.045289516448974609e+00 -3.840968132019042969e+00 1.712599873542785645e+00 -3.431515395641326904e+00 2.196928501129150391e+00
2.904594421386718750e+00 -3.753490924835205078e+00 2.403878748416900635e+00 -3.231292545795440674e+00 1.722405672073364258e+00
3.309625625610351562e+00 -3.643073320388793945e+00 2.759829521179199219e+00 -3.088179111480712891e+00 1.562392950057983398e+00
3.656408071517944336e+00 -3.835669994354248047e+00 3.040000557899475098e+00 -3.219208538532257080e+00 1.292270183563232422e+00
-3.293737649917602539e+00 -4.071420192718505859e+00 -2.702537357807159424e+00 -3.470640957355499268e+00 1.363403081893920898e+00
-2.839110136032104492e+00 -4.028297424316406250e+00 -2.327422976493835449e+00 -3.487334012985229492e+00 1.632843375205993652e+00
-2.615229368209838867e+00 -4.278111457824707031e+00 -2.122213095426559448e+00 -3.741246581077575684e+00 1.650248408317565918e+00
-2.079511404037475586e+00 -4.151711463928222656e+00 -1.725758999586105347e+00 -3.713894009590148926e+00 2.051951646804809570e+00
-1.626158952713012695e+00 -4.244504928588867188e+00 -1.390421435236930847e+00 -3.883310258388519287e+00 2.319139957427978516e+00
-1.304906010627746582e+00 -4.282128810882568359e+00 -1.152683183550834656e+00 -3.978820979595184326e+00 2.515056610107421875e+00
-9.694583415985107422e-01 -4.073973655700683594e+00 -8.925445973873138428e-01 -3.838561296463012695e+00 2.782481670379638672e+00
-5.972576737403869629e-01 -4.247000217437744141e+00 -5.720610339194536209e-01 -4.054684504866600037e+00 2.900172472000122070e+00
-1.099738776683807373e-01 -4.035530567169189453e+00 -1.098428807745222002e-01 -3.885329931974411011e+00 3.082643508911132812e+00
3.834276199340820312e-01 -4.171475410461425781e+00 3.706264598295092583e-01 -4.001244202256202698e+00 2.991423845291137695e+00
8.863864541053771973e-01 -4.153789520263671875e+00 8.190015256404876709e-01 -3.924889892339706421e+00 2.796128749847412109e+00
1.253687262535095215e+00 -4.134838581085205078e+00 1.111370652914047241e+00 -3.845767229795455933e+00 2.593278646469116211e+00
1.620394587516784668e+00 -4.276425838470458984e+00 1.379899367690086365e+00 -3.910980373620986938e+00 2.306953191757202148e+00
1.990215659141540527e+00 -4.202887058258056641e+00 1.651848167181015015e+00 -3.773611456155776978e+00 2.086246252059936523e+00
2.414243698120117188e+00 -4.233233451843261719e+00 1.966617822647094727e+00 -3.729049503803253174e+00 1.793618798255920410e+00
3.013476371765136719e+00 -4.169441699981689453e+00 2.450962483882904053e+00 -3.589036405086517334e+00 1.462057948112487793e+00
3.231862068176269531e+00 -4.225845336914062500e+00 2.626752138137817383e+00 -3.612448453903198242e+00 1.314977169036865234e+00
-2.902965545654296875e+00 -4.511344909667968750e+00 -2.320824325084686279e+00 -3.907751739025115967e+00 1.360480427742004395e+00
-2.701512813568115234e+00 -4.674758434295654297e+00 -2.139775574207305908e+00 -4.079055964946746826e+00 1.409245491027832031e+00
-2.139823198318481445e+00 -4.500522613525390625e+00 -1.744386196136474609e+00 -4.021166205406188965e+00 1.870375394821166992e+00
-1.726495146751403809e+00 -4.602622509002685547e+00 -1.446571052074432373e+00 -4.197457432746887207e+00 2.122163295745849609e+00
-1.346130490303039551e+00 -4.631011486053466797e+00 -1.177185192704200745e+00 -4.301519691944122314e+00 2.374235630035400391e+00
-9.655420780181884766e-01 -4.635884284973144531e+00 -8.877853080630302429e-01 -4.376742988824844360e+00 2.609331846237182617e+00
-5.854704380035400391e-01 -4.632433891296386719e+00 -5.633606445044279099e-01 -4.428549259901046753e+00 2.795347690582275391e+00
-2.057278603315353394e-01 -4.617083072662353516e+00 -2.041010437533259392e-01 -4.444619059562683105e+00 2.903830051422119141e+00
2.065743356943130493e-01 -4.542806148529052734e+00 2.018906679004430771e-01 -4.371539980173110962e+00 2.921254158020019531e+00
6.140116453170776367e-01 -4.613735675811767578e+00 5.855964981019496918e-01 -4.405132919549942017e+00 2.786188125610351562e+00
1.026080608367919922e+00 -4.540374755859375000e+00 9.316187426447868347e-01 -4.271996468305587769e+00 2.598491907119750977e+00
1.427653431892395020e+00 -4.620671272277832031e+00 1.231492832303047180e+00 -4.272466391324996948e+00 2.318893432617187500e+00
2.009826421737670898e+00 -4.615666866302490234e+00 1.638344049453735352e+00 -4.148625612258911133e+00 1.912773370742797852e+00
2.410829544067382812e+00 -4.618865966796875000e+00 1.925064116716384888e+00 -4.074915051460266113e+00 1.629083991050720215e+00
2.791875362396240234e+00 -4.429983615875244141e+00 2.239327490329742432e+00 -3.849069416522979736e+00 1.464172124862670898e+00
4.596078872680664062e+00 -2.601591348648071289e+00 4.021348953247070312e+00 -2.071951150894165039e+00 1.509487390518188477e+00
4.200555801391601562e+00 -2.613983154296875000e+00 3.667750954627990723e+00 -2.126282453536987305e+00 1.683062195777893066e+00
3.703559398651123047e+00 -2.511864423751831055e+00 3.233982861042022705e+00 -2.087491452693939209e+00 1.970003485679626465e+00
3.334629058837890625e+00 -2.452451229095458984e+00 2.908536672592163086e+00 -2.064635932445526123e+00 2.171848535537719727e+00
2.857036352157592773e+00 -2.426671743392944336e+00 2.484106093645095825e+00 -2.075547039508819580e+00 2.410800457000732422e+00
2.546983957290649414e+00 -2.433553457260131836e+00 2.210762172937393188e+00 -2.105096489191055298e+00 2.560838222503662109e+00
2.060679674148559570e+00 -2.376399755477905273e+00 1.798573195934295654e+00 -2.100417822599411011e+00 2.845642566680908203e+00
1.691102266311645508e+00 -2.417135000228881836e+00 1.488622933626174927e+00 -2.177963271737098694e+00 3.029449701309204102e+00
1.374720692634582520e+00 -2.488184928894042969e+00 1.227507695555686951e+00 -2.282605230808258057e+00 3.172679424285888672e+00
8.249137401580810547e-01 -2.467705249786376953e+00 7.660256884992122650e-01 -2.330772221088409424e+00 3.457572221755981445e+00
4.376701712608337402e-01 -2.596369266510009766e+00 4.169078115373849869e-01 -2.490169264376163483e+00 3.543565988540649414e+00
-6.850372999906539917e-02 -2.530308485031127930e+00 -6.950715743005275726e-02 -2.443164832890033722e+00 3.629201650619506836e+00
-4.713393449783325195e-01 -2.530643939971923828e+00 -4.542102292180061340e-01 -2.426074936985969543e+00 3.562675952911376953e+00
-9.481199979782104492e-01 -2.629051685333251953e+00 -8.790134117007255554e-01 -2.471990197896957397e+00 3.337157487869262695e+00
-1.230782747268676758e+00 -2.518717288970947266e+00 -1.116159625351428986e+00 -2.332605049014091492e+00 3.240287065505981445e+00
-1.668073177337646484e+00 -2.500782728195190430e+00 -1.474175214767456055e+00 -2.260243356227874756e+00 3.006942749023437500e+00
-2.047648668289184570e+00 -2.390597581863403320e+00 -1.794359296560287476e+00 -2.117729723453521729e+00 2.848937749862670898e+00
-2.469057083129882812e+00 -2.470275640487670898e+00 -2.147498309612274170e+00 -2.146827787160873413e+00 2.585104703903198242e+00
-2.898538589477539062e+00 -2.411512374877929688e+00 -2.530104279518127441e+00 -2.063013017177581787e+00 2.402228116989135742e+00
-3.345707654953002930e+00 -2.473108291625976562e+00 -2.922748029232025146e+00 -2.083437591791152954e+00 2.157643556594848633e+00
-3.626529932022094727e+00 -2.421138763427734375e+00 -3.183230847120285034e+00 -2.022218436002731323e+00 2.060314893722534180e+00
-4.124606609344482422e+00 -2.431562900543212891e+00 -3.632354915142059326e+00 -1.992709815502166748e+00 1.832505106925964355e+00
-4.370580196380615234e+00 -2.414676189422607422e+00 -3.856457829475402832e+00 -1.957413852214813232e+00 1.735240817070007324e+00
4.608580589294433594e+00 -2.011260509490966797e+00 4.139861464500427246e+00 -1.641578584909439087e+00 1.916086792945861816e+00
4.191169261932373047e+00 -2.235457181930541992e+00 3.718129426240921021e+00 -1.836410909891128540e+00 1.929414510726928711e+00
3.739403963088989258e+00 -2.055324077606201172e+00 3.334309726953506470e+00 -1.727309435606002808e+00 2.233860492706298828e+00
3.369310140609741211e+00 -1.963109493255615234e+00 3.008605182170867920e+00 -1.672643393278121948e+00 2.447089195251464844e+00
2.964957714080810547e+00 -1.958382606506347656e+00 2.638961672782897949e+00 -1.685456484556198120e+00 2.626289606094360352e+00
2.344726085662841797e+00 -2.086652994155883789e+00 2.067233800888061523e+00 -1.825083196163177490e+00 2.847509384155273438e+00
1.965626001358032227e+00 -1.968422770500183105e+00 1.746616184711456299e+00 -1.752058863639831543e+00 3.103119850158691406e+00
1.573123335838317871e+00 -2.067591667175292969e+00 1.404988601803779602e+00 -1.874938681721687317e+00 3.260516881942749023e+00
1.022233963012695312e+00 -2.082211732864379883e+00 9.378409013152122498e-01 -1.945448473095893860e+00 3.535934686660766602e+00
4.243454337120056152e-01 -2.167145252227783203e+00 4.025178216397762299e-01 -2.078595504164695740e+00 3.724571704864501953e+00
3.838977962732315063e-02 -2.141078472137451172e+00 3.387366235256195068e-02 -2.067205399274826050e+00 3.790903091430664062e+00
-3.734112381935119629e-01 -2.095818042755126953e+00 -3.613203559070825577e-01 -2.014110423624515533e+00 3.769090890884399414e+00
-8.173416256904602051e-01 -2.178048610687255859e+00 -7.667406424880027771e-01 -2.059034556150436401e+00 3.587460756301879883e+00
-1.199756622314453125e+00 -2.100989580154418945e+00 -1.096841290593147278e+00 -1.947355508804321289e+00 3.442400693893432617e+00
-1.602238059043884277e+00 -2.109960556030273438e+00 -1.435846209526062012e+00 -1.913621664047241211e+00 3.226897954940795898e+00
-2.008394718170166016e+00 -2.108202695846557617e+00 -1.781138911843299866e+00 -1.873499006032943726e+00 3.011609554290771484e+00
-2.399857521057128906e+00 -2.074970245361328125e+00 -2.125332623720169067e+00 -1.814835637807846069e+00 2.829202175140380859e+00
-2.975228548049926758e+00 -2.062407255172729492e+00 -2.642328470945358276e+00 -1.771594554185867310e+00 2.563460588455200195e+00
-3.351864337921142578e+00 -2.056667089462280273e+00 -2.986249953508377075e+00 -1.749148756265640259e+00 2.399753332138061523e+00
-3.790195941925048828e+00 -2.098683595657348633e+00 -3.381184458732604980e+00 -1.759998619556427002e+00 2.186785936355590820e+00
-4.226452827453613281e+00 -2.008844614028930664e+00 -3.796692430973052979e+00 -1.667560040950775146e+00 2.066366434097290039e+00
-4.543194293975830078e+00 -1.989482760429382324e+00 -4.090875715017318726e+00 -1.632652729749679565e+00 1.956012964248657227e+00
4.621037960052490234e+00 -1.622617602348327637e+00 4.230701982975006104e+00 -1.370542645454406738e+00 2.186266183853149414e+00
4.228456020355224609e+00 -1.641721129417419434e+00 3.859736740589141846e+00 -1.398925602436065674e+00 2.311759233474731445e+00
3.832903385162353516e+00 -1.630296111106872559e+00 3.492709279060363770e+00 -1.403376355767250061e+00 2.467932701110839844e+00
3.452208995819091797e+00 -1.601856231689453125e+00 3.142654746770858765e+00 -1.391719803214073181e+00 2.635420322418212891e+00
2.931521892547607422e+00 -1.680943250656127930e+00 2.647368013858795166e+00 -1.465853020548820496e+00 2.804309606552124023e+00
2.511971473693847656e+00 -1.636828064918518066e+00 2.268000289797782898e+00 -1.443139418959617615e+00 3.016216039657592773e+00
2.095136880874633789e+00 -1.718381404876708984e+00 1.882373660802841187e+00 -1.529165133833885193e+00 3.169501781463623047e+00
1.653493881225585938e+00 -1.661406040191650391e+00 1.496354833245277405e+00 -1.506867691874504089e+00 3.420939683914184570e+00
1.253792047500610352e+00 -1.582283616065979004e+00 1.149829417467117310e+00 -1.463652126491069794e+00 3.661127567291259766e+00
9.604551196098327637e-01 -1.679202914237976074e+00 8.892440572381019592e-01 -1.574632108211517334e+00 3.752396345138549805e+00
3.525603115558624268e-01 -1.628517985343933105e+00 3.339726682752370834e-01 -1.564604923129081726e+00 3.986162424087524414e+00
2.193604223430156708e-02 -1.689195990562438965e+00 1.737911486998200417e-02 -1.630750268697738647e+00 3.995082616806030273e+00
-3.103769123554229736e-01 -1.685261130332946777e+00 -3.016680227592587471e-01 -1.621879823505878448e+00 3.968055963516235352e+00
-9.573042988777160645e-01 -1.745920062065124512e+00 -8.934854716062545776e-01 -1.639400839805603027e+00 3.723338127136230469e+00
-1.236111402511596680e+00 -1.691757440567016602e+00 -1.138939067721366882e+00 -1.567409075796604156e+00 3.617405414581298828e+00
-1.561459898948669434e+00 -1.808240652084350586e+00 -1.416262656450271606e+00 -1.647011756896972656e+00 3.395838737487792969e+00
-2.065319538116455078e+00 -1.654001474380493164e+00 -1.870952084660530090e+00 -1.479481145739555359e+00 3.220279455184936523e+00
-2.390138864517211914e+00 -1.560647964477539062e+00 -2.175054699182510376e+00 -1.387924551963806152e+00 3.116336107254028320e+00
-2.998444318771362305e+00 -1.777701377868652344e+00 -2.703497886657714844e+00 -1.543155714869499207e+00 2.719995260238647461e+00
-3.403547525405883789e+00 -1.662304759025573730e+00 -3.095807313919067383e+00 -1.441455766558647156e+00 2.619121074676513672e+00
-3.772173881530761719e+00 -1.586978912353515625e+00 -3.451704442501068115e+00 -1.374465987086296082e+00 2.519582271575927734e+00
-4.062974929809570312e+00 -1.679599642753601074e+00 -3.706177979707717896e+00 -1.434296190738677979e+00 2.348616600036621094e+00
-4.616009235382080078e+00 -1.574610710144042969e+00 -4.243331700563430786e+00 -1.338853225111961365e+00 2.220593452453613281e+00
4.633277893066406250e+00 -1.236819624900817871e+00 4.319470822811126709e+00 -1.094290271401405334e+00 2.443156719207763672e+00
4.096597671508789062e+00 -1.275035262107849121e+00 3.803126960992813110e+00 -1.130177304148674011e+00 2.595145225524902344e+00
3.702778577804565430e+00 -1.227584838867187500e+00 3.439643979072570801e+00 -1.099062070250511169e+00 2.765942096710205078e+00
3.342073202133178711e+00 -1.226458311080932617e+00 3.099933639168739319e+00 -1.101430088281631470e+00 2.903366327285766602e+00
2.867133855819702148e+00 -1.407725334167480469e+00 2.627260416746139526e+00 -1.250298544764518738e+00 2.990881443023681641e+00
2.536818027496337891e+00 -1.216201186180114746e+00 2.345041021704673767e+00 -1.099133290350437164e+00 3.237581014633178711e+00
2.093931674957275391e+00 -1.249541640281677246e+00 1.929191276431083679e+00 -1.133948646485805511e+00 3.418257474899291992e+00
1.647666692733764648e+00 -1.277728915214538574e+00 1.517947331070899963e+00 -1.171407349407672882e+00 3.617333650588989258e+00
1.269429445266723633e+00 -1.236116290092468262e+00 1.177884802222251892e+00 -1.149628542363643646e+00 3.823039770126342773e+00
8.066252470016479492e-01 -1.283985137939453125e+00 7.570788450539112091e-01 -1.215436190366744995e+00 4.011569499969482422e+00
4.268086850643157959e-01 -1.157237768173217773e+00 4.055018462240695953e-01 -1.111843202263116837e+00 4.210535049438476562e+00
6.032799929380416870e-02 -1.272475123405456543e+00 5.405913386493921280e-02 -1.229845136404037476e+00 4.206337928771972656e+00
-3.535459935665130615e-01 -1.269979238510131836e+00 -3.441216973587870598e-01 -1.222871959209442139e+00 4.168325424194335938e+00
-1.023643851280212402e+00 -1.329245448112487793e+00 -9.617929644882678986e-01 -1.248813144862651825e+00 3.893748044967651367e+00
-1.365634202957153320e+00 -1.326663374900817871e+00 -1.269331455230712891e+00 -1.229395128786563873e+00 3.731460571289062500e+00
-1.745234251022338867e+00 -1.246235966682434082e+00 -1.618625149130821228e+00 -1.143465451896190643e+00 3.585334539413452148e+00
-2.133482694625854492e+00 -1.207841992378234863e+00 -1.979674562811851501e+00 -1.100626513361930847e+00 3.421408653259277344e+00
-2.576228857040405273e+00 -1.241435527801513672e+00 -2.387898221611976624e+00 -1.121876768767833710e+00 3.207540988922119141e+00
-2.841390609741210938e+00 -1.241537451744079590e+00 -2.636106580495834351e+00 -1.119297571480274200e+00 3.095734119415283203e+00
-3.259619235992431641e+00 -1.284383058547973633e+00 -3.022180855274200439e+00 -1.149987846612930298e+00 2.902835845947265625e+00
-3.707928657531738281e+00 -1.210243344306945801e+00 -3.455952525138854980e+00 -1.086927048861980438e+00 2.774152517318725586e+00
-4.248435020446777344e+00 -1.177418470382690430e+00 -3.972393959760665894e+00 -1.054520674049854279e+00 2.601927280426025391e+00
-4.626721858978271484e+00 -1.190126180648803711e+00 -4.330199778079986572e+00 -1.060997277498245239e+00 2.473651885986328125e+00
4.625216007232666016e+00 -8.486332297325134277e-01 4.380061447620391846e+00 -7.898999303579330444e-01 2.674758195877075195e+00
4.077516078948974609e+00 -8.166202306747436523e-01 3.859073057770729065e+00 -7.624119669198989868e-01 2.857713937759399414e+00
3.639176845550537109e+00 -7.557138204574584961e-01 3.449976950883865356e+00 -7.110329605638980865e-01 3.037607669830322266e+00
3.039720535278320312e+00 -8.545679450035095215e-01 2.867395073175430298e+00 -7.956108823418617249e-01 3.215072870254516602e+00
2.431574344635009766e+00 -8.674113750457763672e-01 2.288193345069885254e+00 -8.053748384118080139e-01 3.454319238662719727e+00
2.073341846466064453e+00 -8.620832562446594238e-01 1.949289910495281219e+00 -8.014425709843635559e-01 3.612728834152221680e+00
1.741859316825866699e+00 -8.548895120620727539e-01 1.637370280921459198e+00 -7.975135035812854767e-01 3.768347263336181641e+00
1.253344655036926270e+00 -9.086413383483886719e-01 1.178167492151260376e+00 -8.538613691926002502e-01 3.983322858810424805e+00
8.866287469863891602e-01 -8.050881624221801758e-01 8.407960124313831329e-01 -7.666121609508991241e-01 4.209248065948486328e+00
4.170328676700592041e-01 -7.595913410186767578e-01 3.998205345124006271e-01 -7.355036903172731400e-01 4.436820030212402344e+00
-4.619848728179931641e-02 -8.591223359107971191e-01 -4.993013734929263592e-02 -8.379556331783533096e-01 4.449922084808349609e+00
-3.093539774417877197e-01 -8.193884491920471191e-01 -3.060952497180551291e-01 -7.970110289752483368e-01 4.432632923126220703e+00
-8.066722750663757324e-01 -9.005012512207031250e-01 -7.739634625613689423e-01 -8.598817773163318634e-01 4.199111938476562500e+00
-1.292328953742980957e+00 -7.892372012138366699e-01 -1.229861926287412643e+00 -7.463036440312862396e-01 4.011304378509521484e+00
-1.691093802452087402e+00 -7.287068963050842285e-01 -1.608491383492946625e+00 -6.868825815618038177e-01 3.840622901916503906e+00
-2.176196813583374023e+00 -8.558716177940368652e-01 -2.056821852922439575e+00 -7.975939512252807617e-01 3.568567514419555664e+00
-2.445889472961425781e+00 -8.235998153686523438e-01 -2.315918669104576111e+00 -7.689020261168479919e-01 3.466738700866699219e+00
-2.926250696182250977e+00 -7.621473670005798340e-01 -2.779812961816787720e+00 -7.162649743258953094e-01 3.299390077590942383e+00
-3.399009227752685547e+00 -8.859602212905883789e-01 -3.213251098990440369e+00 -8.239272274076938629e-01 3.063156127929687500e+00
